Facility_Name,Facility_Type,ISCED020,ISCED1,ISCED2,ISCED3,Full_Addr,City,Prov_Terr,Postal_Code,CSDNAME,Longitude,Latitude
École Notre-Dame,Francophone,1,1,0,0,15425 - 91 Avenue Edmonton AB T5R4Z7,Edmonton,AB,T5R4Z7,Edmonton,-113.5881363,53.52402605
École Ste-Jeanne-d'Arc,Francophone,1,1,0,0,8505 - 68A Street Edmonton AB T6B0J9,Edmonton,AB,T6B0J9,Edmonton,-113.431196,53.520496
Sainte Marguerite Bourgeoys,Francophone,1,1,1,1,4700 Richard Road S.W. Calgary AB T3E6L1,Calgary,AB,T3E6L1,Calgary,-114.1228024,51.01188483
Andre-Piolat,Public,1,1,1,0,380 Kings Rd W North Vancouver BC V7N 2L9,North Vancouver,BC,V7N2L9,North Vancouver,-123.07814,49.33747746
Anne-Hebert,Public,1,1,0,0,7051 Killarney St Vancouver BC V5S 2Y5,Vancouver,BC,V5S2Y5,Vancouver,-123.0456656,49.21876557
Au Coeur de L'ile,Public,1,1,1,1,566 Linshart Rd Comox BC V9M 2K8,Comox,BC,V9M2K8,Comox,-124.9287932,49.68396234
Beausoleil,Public,1,1,0,0,637 Head Street (temporary) Victoria BC V9A 5S9,Victoria,BC,V9A5S9,Victoria,-123.3288585,48.42801917
Collines-d'or,Public,1,1,1,0,2450 Partridge Dr Kamloops BC V2B 8G1,Kamloops,BC,V2B8G1,Kamloops,-120.3551209,50.74557689
Cote-du-Soleil,Public,1,1,1,0,4368 Michigan Ave Powell River BC V8A 2S1,Powell River,BC,V8A2S1,Powell River,-124.5238374,49.83425002
de l'Anse-au-sable,Public,1,1,1,1,675 Lequime Rd Kelowna BC V1W 1A3,Kelowna,BC,V1W1A3,Kelowna,-119.4839637,49.83567285
des Colibris,Public,1,1,0,0,590 W 65th Ave Vancouver BC V6P 2P8,Vancouver,BC,V6P2P8,Vancouver,-123.1194502,49.21147252
des Deux-rives,Public,1,1,1,0,7674 Stave Lake St Mission BC V2V 4G4,Mission,BC,V2V4G4,Mission,-122.292708,49.14134
des Glaciers,Public,1,1,1,0,1950 Park Dr Revelstoke BC V0E 2S1,Revelstoke,BC,V0E2S1,Revelstoke,-118.1781964,50.97689981
des Grands-cedres,Public,1,1,1,0,5100 Tebo Ave Port Alberni BC V9Y 5Y6,Port Alberni,BC,V9Y5Y6,Port Alberni,-124.7957849,49.26751463
des Navigateurs,Public,1,1,1,0,8580 Kilgour Pl Richmond BC V7C 3R1,Richmond,BC,V7C3R1,Richmond,-123.1638709,49.15070913
des Pionniers-de-Maillardville,Public,1,1,1,1,1618 Patricia Ave Port Coquitlam BC V3B 4A8,Port Coquitlam,BC,V3B4A8,Port Coquitlam,-122.7610044,49.2758518
des Sentiers-alpins,Public,1,1,1,0,2780 3A Hwy Nelson BC V1L 6L6,Nelson,BC,V1L6L6,Central Kootenay F,-117.2264504,49.57375982
des Sept-sommets,Public,1,1,1,0,2160 St Paul Rossland BC V0G 1Y0,Rossland,BC,V0G1Y0,Rossland,-117.7955248,49.07866535
des Voyageurs,Public,1,1,1,0,8736 216 St Langley BC V1M 2X9,Langley,BC,V1M2X9,Langley,-122.6240779,49.16077001
du Bois-Joli,Public,1,1,1,0,785 49 St delta BC V4M 2P3,delta,BC,V4M2P3,Delta,-123.0881318,49.01742861
du Pacifique,Public,1,1,1,0,5538 Shorncliffe Box 390 Sechelt BC V0N 3A0,Sechelt,BC,V0N3A0,Sechelt,-123.7644054,49.47295905
Entre-Lacs,Public,1,1,1,0,1213 Debeck Rd Penticton BC V2A 3Z1,Penticton,BC,V2A3Z1,Penticton,-119.5684822,49.4901011
Franco-nord,Public,1,1,1,0,2641 Ellison Dr Prince George BC V2M 2S6,Prince George,BC,V2M2S6,Prince George,-122.7729203,53.90711878
Gabrielle-Roy,Public,1,1,1,1,6887 132 St Surrey BC V3W 4L9,Surrey,BC,V3W4L9,Surrey,-122.856672,49.12838967
Jack-Cook,Public,1,1,1,0,4720 Graham Ave Terrace BC V8G 1A8,Terrace,BC,V8G1A8,Terrace,-128.5949896,54.50606745
La Confluence,Public,1,1,0,0,820 11 Ave S Golden BC V0A 1H2,Golden,BC,V0A1H2,Golden,-116.9618843,51.29777189
La Grande-ourse,Public,1,1,0,0,3490 Fulton Ave Smithers BC V0J 2N0,Smithers,BC,V0J2N0,Smithers,-127.1585577,54.77839669
La Passerelle,Public,1,1,1,0,1509 Spring Creek Dr Whistler BC V0N 1B1,Whistler,BC,V0N1B1,Whistler,-123.0216799,50.0862201
La Vallee,Public,1,1,1,0,1410 Portage Rd Pemberton BC V0N 2L0,Pemberton,BC,V0N2L0,Pemberton,-122.8039214,50.31950365
La Verendrye,Public,1,1,0,0,6610 Lickman Rd Chilliwack BC V2R 4A9,Chilliwack,BC,V2R4A9,Chilliwack,-122.006728,49.12224947
Les Aiglons,Public,1,1,1,0,1150 Carson Place PO Box 159 Squamish BC V8B 0B1,Squamish,BC,V8B0B1,Squamish,-123.148249,49.70670901
Mer-et-montagne,Public,1,1,1,0,1102 South Alder St Campbell River BC V9W 1Z7,Campbell River,BC,V9W1Z7,Campbell River,-125.2321127,49.98749971
Oceane,Public,1,1,1,0,1951 Estevan Rd Nanaimo BC V9S 3Y9,Nanaimo,BC,V9S3Y9,Nanaimo,-123.9611518,49.18905361
Rose-des-vents,Public,1,1,0,0,5445 Baillie St Vancouver BC V5Z 3M6,Vancouver,BC,V5Z3M6,Vancouver,-123.122302,49.2365596
Secondaire Brooks,Public,0,0,0,1,5400 Marine Ave Powell River BC V8A 2L6,Powell River,BC,V8A2L6,Powell River,-124.5432154,49.86223585
Secondaire Carihi,Public,0,0,1,1,350 Dogwood St Campbell River BC V9W 2X9,Campbell River,BC,V9W2X9,Campbell River,-125.24911,50.01409557
Secondaire Chatelech,Public,0,0,1,1,5904 Cowrie St Sechelt BC V0N 3A7,Sechelt,BC,V0N3A7,Sechelt,-123.7689176,49.47352508
Secondaire de Nanaimo,Public,0,0,1,1,355 Wakesaih Ave Nanaimo BC V9R 3K5,Nanaimo,BC,V9R3K5,Nanaimo,-123.9611518,49.18905361
Secondaire de Nelson,Public,0,0,1,1,1004 Cottonwood St Nelson BC V1L 3W2,Nelson,BC,V1L3W2,Nelson,-117.2721997,49.50223248
Secondaire de Penticton,Public,0,0,1,1,158 Eckhardt Ave E Penticton BC V2A 1Z3,Penticton,BC,V2A1Z3,Penticton,-119.5767781,49.48985698
Secondaire de Revelstoke,Public,0,0,1,0,1007 Vernon Ave Revelstoke BC V0E 2S0,Revelstoke,BC,V0E2S0,Revelstoke,-118.1980175,50.99129609
Secondaire Duchess-Park,Public,0,0,1,1,747 Winnipeg St Prince George BC V2L 2V3,Prince George,BC,V2L2V3,Prince George,-122.7582139,53.9164941
Secondaire Jules-Verne,Public,0,0,1,1,5445 Baillie St Vancouver BC V5Z 3M6,Vancouver,BC,V5Z3M6,Vancouver,-123.122302,49.2365596
Sophie-Morigeau,Public,1,1,0,0,44 Mt Washburn St Fernie BC V0B 1M3,Fernie,BC,V0B1M3,Fernie,-115.0711646,49.49072773
Victor-Brodeur,Public,1,1,1,1,637 Head St Victoria BC V9A 5S9,Victoria,BC,V9A5S9,Esquimalt,-123.4014117,48.43218675
Virtuelle,Public,0,0,0,1,100-13511 Commerce Parkway Richmond BC V6V 2J8,Richmond,BC,V6V2J8,Richmond,-123.0718219,49.17337002
École Arc-en-ciel,Public,1,1,1,0,"30, rue Beaufort Oromocto NB E2V 0M6",Oromocto,NB,E2V0M6,Oromocto,-66.48765314,45.84208795
École acadienne de Pomquet,Public,1,1,1,1,"791, rue Taylor Pomquet NS B2G 2L4",Pomquet,NS,B2G2L4,"Antigonish, Subd. B",-61.8563888,45.6242305
École Beau-Port,Public,1,1,1,1,"2359, route 206 Arichat NS B0E 2L0",Arichat,NS,B0E2L0,"Richmond, Subd. C",-61.026713,45.512869
École des Beaux-Marais,Public,1,1,1,0,"5261, autoroute 7 Porters Lake NS B3E 1J7",Porters Lake,NS,B3E1J7,Halifax,-63.28130336,44.74491255
École du Carrefour,Public,0,1,1,1,"201A, avenue du Portage Dartmouth NS B2X 3T4",Dartmouth,NS,B2X3T4,Halifax,-63.532888,44.705678
École Joseph-Dugas,Public,1,1,0,0,"450, chemin Patrice Pointe-de-l'Église NS B0W 1M0",Pointe-de-l'Église,NS,B0W1M0,Clare,-66.1040961,44.3269917
École NDA,Public,1,1,1,1,"15118, Cabot Trail Chéticamp NS B0E 1H0",Chéticamp,NS,B0E1H0,"Inverness, Subd. A",-61.0151839,46.6252243
École Pubnico-Ouest,Public,1,1,0,0,"811, route 335 Pubnico-Ouest NS B0W 3S0",Pubnico-Ouest,NS,B0W3S0,Argyle,-65.796131,43.669562
École secondaire de Clare,Public,0,0,1,1,"80, chemin Placide Comeau La Butte NS B0W 2L0",La Butte,NS,B0W2L0,Clare,-66.1311355,44.2260968
Académie de la Moraine,Public,1,1,0,0,115 George rue Aurora Ontario L4G2S3,Aurora,ON,L4G2S3,Richmond Hill,-79.4563,43.9495
Académie de la Tamise,Public,1,1,0,0,1260 Dundas rue London Ontario N5W5P2,London,ON,N5W5P2,London,-81.2035,42.99746
Collège français secondaire,Public,0,0,1,1,100 Carlton rue Toronto Ontario M5B1M3,Toronto,ON,M5B1M3,Toronto,-79.3773,43.66256
Collège français élémentaire,Public,0,0,1,0,100 Carlton rue Toronto Ontario M5B1M3,Toronto,ON,M5B1M3,Toronto,-79.3777,43.66221
École intermédiaire Franco-Niagara,Public,0,0,1,0,670 Tanguay av Welland Ontario L3B4G2,Welland,ON,L3B4G2,Welland,-79.2245,42.98923
École intermédiaire Ronald-Marion,Public,0,0,1,0,2235 Brock chemin Pickering Ontario L1V2P8,Pickering,ON,L1V2P8,Pickering,-79.0798,43.86
École secondaire David Saint-Jacques,Public,0,0,1,1,80 Burlington Drive Kitchener Ontario N2B1T5,Kitchener,ON,N2B1T5,Kitchener,-80.4146,43.43143
École secondaire Franco-Jeunesse,Public,0,0,1,1,901 promenade Rapids av Sarnia Ontario N7S6K2,Sarnia,ON,N7S6K2,Sarnia,-82.3511,42.99473
École secondaire Franco-Niagara,Public,0,0,1,1,670 Tanguay avenue Welland Ontario L3B4G2,Welland,ON,L3B4G2,Welland,-79.2245,42.98923
École secondaire Gabriel-Dumont,Public,0,0,1,1,2463 boulevard Evans London Ontario N6M0B1,London,ON,N6M0B1,London,-81.2324,43.01557
École secondaire Gaétan Gervais,Public,0,0,1,1,1075 McCraney Rue OAKVILLE Ontario L6H1H9,OAKVILLE,ON,L6H1H9,Oakville,-79.6935,43.46057
École secondaire Georges-P-Vanier,Public,0,0,1,1,100 Macklin N rue Hamilton Ontario L8S3S1,Hamilton,ON,L8S3S1,Hamilton,-79.8945,43.26601
École secondaire Jeunes sans frontières,Public,0,0,1,1,7585 Financial promenade Brampton Ontario L6Y5P4,Brampton,ON,L6Y5P4,Brampton,-79.7588,43.62401
École secondaire Le Caron,Public,0,0,1,1,22 John rue Penetanguishene Ontario L9M1N8,Penetanguishene,ON,L9M1N8,Penetanguishene,-79.94,44.76085
École secondaire Norval-Morrisseau,Public,0,0,1,1,51 Wright rue Richmond Hill Ontario L4C4A1,Richmond Hill,ON,L4C4A1,Richmond Hill,-79.4413,43.87773
École secondaire Roméo Dallaire,Public,0,0,1,1,736 Essa chemin Barrie Ontario L4N9E9,Barrie,ON,L4N9E9,Barrie,-79.7158,44.32609
École secondaire Ronald-Marion,Public,0,0,1,1,2235 Brock chemin Pickering Ontario L1V2P8,Pickering,ON,L1V2P8,Pickering,-79.0789,43.86065
École secondaire Toronto Ouest,Public,0,0,1,1,330 Lansdowne avenue Toronto Ontario M6H3Y1,Toronto,ON,M6H3Y1,Toronto,-79.441,43.65334
École secondaire de Lamothe-Cadillac,Public,0,0,1,1,1775 TOTTEN ST WINDSOR Ontario N9B1X4,WINDSOR,ON,N9B1X4,Windsor,-83.0469,42.28921
École secondaire Étienne-Brûlé,Public,0,0,1,1,300 Banbury chemin North York Ontario M2L2V3,North York,ON,M2L2V3,Toronto,-79.3711,43.75241
École élémentaire Antonine Maillet,Public,1,1,0,0,615 Ridgeway av Oshawa Ontario L1J2W3,Oshawa,ON,L1J2W3,Oshawa,-78.8899,43.90018
École élémentaire Carrefour des Jeunes,Public,1,1,0,0,375 Centre N rue Brampton Ontario L6V4N4,Brampton,ON,L6V4N4,Brampton,-79.7719,43.70714
École élémentaire Chantal-Benoit,Public,1,1,0,0,53 SS1 Morton Avenue East Gwillimbury Ontario N3R2N6,East Gwillimbury,ON,N3R2N6,East Gwillimbury,-79.4325,44.10245
École élémentaire Charles-Sauriol,Public,1,1,0,0,55 Pelham avenue Toronto Ontario M6N1A5,Toronto,ON,M6N1A5,Toronto,-79.4557,43.66801
École élémentaire David-Saint-Jacques,Public,0,0,1,0,80 Burlington Drive Kitchener Ontario N2B1T5,Kitchener,ON,N2B1T5,Kitchener,-80.4146,43.43142
École élémentaire Dyane-Adam,Public,1,1,0,0,500 Cedar Hedge Road Milton Ontario L9T6J4,Milton,ON,L9T6J4,Milton,-79.8787,43.51839
École élémentaire Franco-Jeunesse,Public,0,0,1,0,901 Rapids Parkway Sarnia Ontario N7S6K2,Sarnia,ON,N7S6K2,Sarnia,-82.351,42.99457
École élémentaire Félix-Leclerc,Public,1,1,0,0,50 Celestine promenade Etobicoke Ontario M9R3N3,Etobicoke,ON,M9R3N3,Toronto,-79.5615,43.6899
École élémentaire Gabriel-Dumont,Public,0,0,1,0,2463 Evans boul London Ontario N6M0B1,London,ON,N6M0B1,London,-81.2324,43.01557
École élémentaire Gabrielle-Roy,Public,1,1,0,0,14 Pembroke rue Toronto Ontario M5A2N7,Toronto,ON,M5A2N7,Toronto,-79.3721,43.65656
École élémentaire Gaetan-Gervais,Public,0,0,1,0,1075 Mccraney Street Oakville Ontario L6H1H9,Oakville,ON,L6H1H9,Oakville,-79.6934,43.46053
École élémentaire Georges-P-Vanier,Public,0,0,1,0,100 Macklin N rue Hamilton Ontario L8S3S1,Hamilton,ON,L8S3S1,Hamilton,-79.8945,43.26602
École élémentaire Horizon Jeunesse,Public,1,1,0,0,1445 Lewisham promenade Mississauga Ontario L5J3R2,Mississauga,ON,L5J3R2,Mississauga,-79.6448,43.51673
École élémentaire Jeanne-Lajoie,Public,1,1,0,0,150 Carnforth Rd North York Ontario M4A2K7,North York,ON,M4A2K7,Toronto,-79.3214,43.73463
École élémentaire Jeunes sans frontières,Public,0,0,1,0,7585 Financial promenade Brampton Ontario L6Y5P4,Brampton,ON,L6Y5P4,Brampton,-79.7588,43.62412
École élémentaire L'Harmonie,Public,1,1,1,0,158 Bridgeport E Rd Waterloo Ontario N2J2K4,Waterloo,ON,N2J2K4,Waterloo,-80.5079,43.47168
École élémentaire L'Héritage,Public,1,1,1,0,35 Prince Charles promenade St. Catharines Ontario L2N3Y8,St. Catharines,ON,L2N3Y8,St. Catharines,-79.2492,43.19588
École élémentaire L'Odyssée,Public,1,1,0,0,30 Brighton rue Guelph Ontario N1E3S9,Guelph,ON,N1E3S9,Guelph,-80.262,43.56805
École élémentaire La Fontaine,Public,1,1,0,0,10110 Islington av 1 Kleinburg Ontario L0J1C0,Kleinburg,ON,L0J1C0,Vaughan,-79.6211,43.83457
École élémentaire La Mosaïque,Public,1,1,0,0,80 Queensdale av East York Ontario M4J1Y3,East York,ON,M4J1Y3,Toronto,-79.3303,43.68714
École élémentaire La Pommeraie,Public,1,1,0,0,3500 Settlement Trail London Ontario N6P0B6,London,ON,N6P0B6,London,-81.3054,42.93211
École élémentaire La Source,Public,1,1,0,0,70 Madelaine promenade Barrie Ontario L4N9T2,Barrie,ON,L4N9T2,Barrie,-79.6435,44.35183
École élémentaire LaMarsh,Public,1,1,1,0,4571 Drummond Rd Niagara Falls Ontario L2E6C8,Niagara Falls,ON,L2E6C8,Niagara Falls,-79.0992,43.10604
École élémentaire Laure-Rièse,Public,1,1,0,0,339 Alton Towers Circle Scarborough Ontario M1V4L3,Scarborough,ON,M1V4L3,Toronto,-79.27711,43.82256
École élémentaire Le Caron,Public,0,0,1,0,22 John rue Penetanguishene Ontario L9M1N8,Penetanguishene,ON,L9M1N8,Penetanguishene,-79.9393,44.76133
École élémentaire Le Flambeau,Public,1,1,0,0,600 Novo Star promenade Mississauga Ontario L5W1G4,Mississauga,ON,L5W1G4,Mississauga,-79.7153,43.63222
École élémentaire Les Rapides,Public,1,1,0,0,1103 Michigan av Sarnia Ontario N7S2B5,Sarnia,ON,N7S2B5,Sarnia,-82.3667,42.99869
École élémentaire Louise-Charron,Public,1,1,0,0,2520 Cabana rue Windsor Ontario N9G1E5,Windsor,ON,N9G1E5,Windsor,-83.0332,42.25373
École élémentaire Marie-Curie,Public,1,1,0,0,40 Hunt Club Dr London Ontario N6H3Y3,London,ON,N6H3Y3,London,-81.3282,42.9748
École élémentaire Mathieu-da-Costa,Public,1,1,0,0,116 Cornelius Parkway North York Ontario M6L2K5,North York,ON,M6L2K5,Toronto,-79.4755,43.71809
École élémentaire Micheline-Saint-Cyr,Public,1,1,0,0,85 Forty First Street Etobicoke Ontario M8W3P1,Etobicoke,ON,M8W3P1,Toronto,-79.544,43.58995
École élémentaire Norval-Morrisseau,Public,0,0,1,0,51 Wright rue Richmond Hill Ontario L4C4A1,Richmond Hill,ON,L4C4A1,Richmond Hill,-79.4415,43.87761
École élémentaire Nouvel Horizon,Public,1,1,0,0,621 Quaker chemin Welland Ontario L3C3H1,Welland,ON,L3C3H1,Welland,-79.2768,43.02148
École élémentaire Patricia-Picknell,Public,1,1,0,0,1257 Sedgewick Cres Oakville Ontario L6L1X6,Oakville,ON,L6L1X6,Oakville,-79.6968,43.41587
École élémentaire Paul-Demers,Public,1,1,0,0,100 Ravel Road North York Ontario M2H1S9,North York,ON,M2H1S9,Toronto,-79.3673,43.79168
École élémentaire Pavillon de la jeunesse,Public,1,1,0,0,105 High rue Hamilton Ontario L8T3Z4,Hamilton,ON,L8T3Z4,Hamilton,-79.8241,43.22656
École élémentaire Pierre-Elliott-Trudeau,Public,1,1,0,0,65 Grace rue Toronto Ontario M6J2S4,Toronto,ON,M6J2S4,Toronto,-79.4143,43.65212
École élémentaire Renaissance,Public,1,1,0,0,1226 Lockhart chemin Burlington Ontario L7S1H1,Burlington,ON,L7S1H1,Burlington,-79.8075,43.32084
École élémentaire Roméo Dallaire,Public,0,0,1,0,736 Essa chemin Barrie Ontario L4N9E9,Barrie,ON,L4N9E9,Barrie,-79.7155,44.32754
École élémentaire Ronald-Marion,Public,1,1,0,0,2235 Brock chemin Pickering Ontario L1V2P8,Pickering,ON,L1V2P8,Pickering,-79.0787,43.86064
École élémentaire Saint-Joseph,Public,1,1,0,0,30 Poyntz rue Penetanguishene Ontario L9M1N4,Penetanguishene,ON,L9M1N4,Penetanguishene,-79.936,44.7657
École élémentaire Toronto Ouest,Public,0,0,1,0,330 Lansdowne avenue Toronto Ontario M6H3Y1,Toronto,ON,M6H3Y1,Toronto,-79.441,43.65334
École élémentaire Viola-Léger,Public,1,1,0,0,116 Ontario Street Bowmanville Ontario L1C2T4,Bowmanville,ON,L1C2T4,Clarington,-78.681,43.90695
École élémentaire de Lamothe-Cadillac,Public,0,0,1,0,1775 TOTTEN ST WINDSOR Ontario N9B1X4,WINDSOR,ON,N9B1X4,Windsor,-83.0469,42.28921
École élémentaire des Quatre-Rivières,Public,1,1,1,0,60 Century promenade Orangeville Ontario L9W3K4,Orangeville,ON,L9W3K4,Orangeville,-80.1073,43.90215
École élémentaire du Chêne,Public,1,1,0,0,150 RIDGE DR OAKVILLE Ontario L6H1B8,OAKVILLE,ON,L6H1B8,Oakville,-79.6935,43.46057
École élémentaire Étienne-Brûlé,Public,0,0,1,0,300 Banbury Rd North York Ontario M2L2V3,North York,ON,M2L2V3,Toronto,-79.3711,43.75241
ÉIC Monseigneur-de-Charbonnel,Catholic,0,0,1,0,110 Drewry avenue Toronto Ontario M2M1C8,Toronto,ON,M2M1C8,Toronto,-79.4234,43.78616
ÉIC Mère-Teresa,Catholic,0,0,1,0,50 Lisgar Drive Hamilton Ontario L8T4Y4,Hamilton,ON,L8T4Y4,Hamilton,-79.8271,43.21348
ÉIC Nouvelle-Alliance,Catholic,0,0,1,0,249 Anne nord rue Barrie Ontario L4N0B5,Barrie,ON,L4N0B5,Barrie,-79.716,44.3959
ÉIC Père-Philippe-Lamarche,Catholic,0,0,1,0,2850 Eglinton E Avenue Toronto Ontario M1J2C8,Toronto,ON,M1J2C8,Toronto,-79.2408,43.73928
ÉIC Renaissance,Catholic,0,0,1,0,301 Barrhill Rd Maple Ontario L6A1J5,Maple,ON,L6A1J5,Vaughan,-79.5042,43.84723
ÉIC Saint-Charles-Garnier,Catholic,0,0,1,0,4101 Baldwin sud rue Whitby Ontario L1R2W6,Whitby,ON,L1R2W6,Whitby,-78.9573,43.9179
ÉIC Saint-Frère-André,Catholic,0,0,1,0,330 LANSDOWNE AVE TORONTO Ontario M6H3Y1,TORONTO,ON,M6H3Y1,Toronto,-79.4406,43.6525
ÉIC Saint-Jean-de-Brébeuf,Catholic,0,0,1,0,620 River Welland Ontario L3B5N6,Welland,ON,L3B5N6,Welland,-79.2814,42.99257
ÉIC Sainte-Famille,Catholic,0,0,1,0,1780 Meadowvale boulevard Mississauga Ontario L5N7K8,Mississauga,ON,L5N7K8,Mississauga,-79.7478,43.61474
ÉIC Sainte-Trinité,Catholic,0,0,1,0,2600 Grand Oak Trail Oakville Ontario L6M0R4,Oakville,ON,L6M0R4,Oakville,-79.7734,43.43788
ÉSAC Mère-Teresa,Catholic,0,0,1,1,50 Lisgar cour Hamilton Ontario L8T4Y4,Hamilton,ON,L8T4Y4,Hamilton,-79.828,43.2136
ÉSC Monseigneur-Jamot,Catholic,0,0,1,1,2350 Woodglade Boulevard Peterborough Ontario K9K2L1,Peterborough,ON,K9K2L1,Peterborough,-78.3661,44.29227
ÉSC Monseigneur-de-Charbonnel,Catholic,0,0,1,1,110 Drewry avenue Toronto Ontario M2M1C8,Toronto,ON,M2M1C8,Toronto,-79.4234,43.78625
ÉSC Nouvelle-Alliance,Catholic,0,0,1,1,249 Anne nord rue Barrie Ontario L4N0B5,Barrie,ON,L4N0B5,Barrie,-79.7159,44.3958
ÉSC Pape-François,Catholic,0,0,1,1,276 Sunset Blvd Stouffville Ontario L4A3R1,Stouffville,ON,L4A3R1,Whitchurch-Stouffville,-79.2545,43.9678
ÉSC Père-Philippe-Lamarche,Catholic,0,0,1,1,2850 Eglinton E Avenue Toronto Ontario M1J2C8,Toronto,ON,M1J2C8,Toronto,-79.2408,43.73929
ÉSC Père-René-de-Galinée,Catholic,0,0,1,1,450 Maple Grove chemin Cambridge Ontario N3H4R7,Cambridge,ON,N3H4R7,Cambridge,-80.3817,43.4243
ÉSC Renaissance,Catholic,0,0,1,1,700 Bloomington ouest chemin Aurora Ontario L4G0E1,Aurora,ON,L4G0E1,Aurora,-79.4838,43.9583
ÉSC Saint-Charles-Garnier,Catholic,0,0,1,1,4101 Baldwin sud rue Whitby Ontario L1R2W6,Whitby,ON,L1R2W6,Whitby,-78.9573,43.9178
ÉSC Saint-Frère-André,Catholic,0,0,1,1,330 LANSDOWNE AVE TORONTO Ontario M6H3Y1,TORONTO,ON,M6H3Y1,Toronto,-79.4406,43.65251
ÉSC Saint-Jean-de-Brébeuf,Catholic,0,0,1,1,620 River chemin Welland Ontario L3B5N6,Welland,ON,L3B5N6,Welland,-79.2335,43.0106
ÉSC Sainte-Famille,Catholic,0,0,1,1,1780 Meadowvale boulevard Mississauga Ontario L5N7K8,Mississauga,ON,L5N7K8,Mississauga,-79.7478,43.61473
ÉÉC Ange-Gabriel,Catholic,1,1,0,0,1830 Meadowvale boulevard Mississauga Ontario L5N7L2,Mississauga,ON,L5N7L2,Mississauga,-79.75,43.62
ÉÉC Cardinal-Léger,Catholic,1,1,0,0,345 The Country Way Kitchener Ontario N2E2S3,Kitchener,ON,N2E2S3,Kitchener,-80.4826,43.40742
ÉÉC Corpus-Christi,Catholic,1,1,0,0,362 Hillside avenue Oshawa Ontario L1J6L7,Oshawa,ON,L1J6L7,Oshawa,-78.8698,43.88232
ÉÉC Frère-André,Catholic,1,1,0,0,273 Cundles est chemin Barrie Ontario L4M6L1,Barrie,ON,L4M6L1,Barrie,-79.6828,44.41354
ÉÉC Georges-Étienne-Cartier,Catholic,1,1,0,0,250 Gainsborough chemin Toronto Ontario M4L3C6,Toronto,ON,M4L3C6,Toronto,-79.3194,43.67796
ÉÉC Immaculée-Conception,Catholic,1,1,1,0,153 Church rue St Catharines Ontario L2R3E2,St Catharines,ON,L2R3E2,St. Catharines,-79.2412,43.16401
ÉÉC Jean-Béliveau,Catholic,1,1,0,0,19300 2nd Concession Rd East Gwillimbury Ontario L9N0E5,East Gwillimbury,ON,L9N0E5,East Gwillimbury,-79.4668,44.10282
ÉÉC Jean-Paul II,Catholic,1,1,0,0,1001 Hutchison avenue Whitby Ontario L1N2A3,Whitby,ON,L1N2A3,Whitby,-78.9252,43.87759
ÉÉC Le-Petit-Prince,Catholic,1,1,1,0,79 Avro chemin Vaughan Ontario L6A1Y3,Vaughan,ON,L6A1Y3,Vaughan,-79.5246,43.85
ÉÉC Marguerite-Bourgeois-Borden,Catholic,1,1,1,0,117 Waterloo est chemin Borden Ontario L0M1C0,Borden,ON,L0M1C0,Essa,-79.8833,44.2863
ÉÉC Monseigneur-Jamot,Catholic,1,1,1,0,2350 Woodglade Boulevard Peterborough Ontario K9K2L1,Peterborough,ON,K9K2L1,Peterborough,-78.3207,44.29177
ÉÉC Monseigneur-de-Laval,Catholic,1,1,1,0,135 Bendamere avenue Hamilton Ontario L9C1N4,Hamilton,ON,L9C1N4,Hamilton,-79.8917,43.2342
ÉÉC Mère-Élisabeth-Bruyère,Catholic,1,1,0,0,280 Glenridge promenade Waterloo Ontario N2J3W4,Waterloo,ON,N2J3W4,Waterloo,-80.5104,43.4832
ÉÉC Notre-Dame,Catholic,1,1,1,0,400 Cumberland avenue Hamilton Ontario L8M2A2,Hamilton,ON,L8M2A2,Hamilton,-79.8361,43.2419
ÉÉC Notre-Dame-de-Grâce,Catholic,1,1,0,0,59 Clement Road Etobicoke Ontario M9R1Y5,Etobicoke,ON,M9R1Y5,Toronto,-79.5593,43.67967
ÉÉC Notre-Dame-de-la-Huronie,Catholic,1,1,1,0,55 Findlay Drive Collingwood Ontario L9Y0G6,Collingwood,ON,L9Y0G6,Collingwood,-80.2119,44.48358
ÉÉC Notre-Dame-de-la-Jeunesse-Ajax,Catholic,1,1,0,0,71 Ritchie avenue Ajax Ontario L1S6S5,Ajax,ON,L1S6S5,Ajax,-79.0359,43.85487
ÉÉC Notre-Dame-de-la-Jeunesse-Niagara.F,Catholic,1,1,1,0,7374 Wilson croissant Niagara Falls Ontario L2G4S1,Niagara Falls,ON,L2G4S1,Niagara Falls,-79.1026,43.0684
ÉÉC Pape-François,Catholic,1,1,1,0,276 Sunset Blvd Stouffville Ontario L4A3R1,Stouffville,ON,L4A3R1,Whitchurch-Stouffville,-79.2545,43.9678
ÉÉC René-Lamoureux,Catholic,1,1,0,0,385 Meadows boulevard Mississauga Ontario L4Z1G5,Mississauga,ON,L4Z1G5,Mississauga,-79.6297,43.60624
ÉÉC Saint-Antoine,Catholic,1,1,1,0,4572 Portage chemin Niagara Falls Ontario L2E6A8,Niagara Falls,ON,L2E6A8,Niagara Falls,-79.0939,43.10758
ÉÉC Saint-François-d'Assise,Catholic,1,1,1,0,58 Empress avenue Welland Ontario L3B1K9,Welland,ON,L3B1K9,Welland,-79.2313,42.9808
